"","District Name","School Name","County Name","School Type (School)","Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
"756","Monterey County Office of Education","Millennium Charter High","Monterey","High School","192","5.2","1","2.6","3.6","2.6","42.7","0","5.7","0","41.7","6.8","1457.9","2","0","450","452","N/A","40","24","13","0","0","0","13","2","72970"
"757","Monterey Peninsula Unified","Seaside High","Monterey","High School","1059","16","0.1","3.7","7.5","6.4","64.2","3.3","4.2","0","10.7","69.5","19.7","8","4.1","437","411","11541","56","13","9","1","0","0","6","13","65212"
"758","Monterey Peninsula Unified","Learning for Life Charter","Monterey","High School","87","23","1.1","0","3.4","0","60.9","1.1","8","0","25.3","50.6","24.9","5","0","N/A","N/A","11541","56","13","9","1","0","0","6","13","65212"
"759","Monterey Peninsula Unified","Monterey High","Monterey","High School","1277","9.8","0.1","5.7","5.2","2.9","45.7","1.3","8.5","0","30.5","45.8","19.9","8","5.1","473","462","11541","56","13","9","1","0","0","6","13","65212"
"760","Monterey Peninsula Unified","Marina High","Monterey","High School","595","10.9","0.5","7.2","4.9","8.2","53.9","4.4","5.9","0","15","65.4","18.2","4","3.8","457","404","11541","56","13","9","1","0","0","6","13","65212"
"761","Moorpark Unified","The High School at Moorpark College","Ventura","High School","82","N/A","1.2","8.5","2.4","2.4","12.2","0","2.4","0","70.7","0","20.5","6","0","538","542","9954","63","11","7","0","0","0","6","10","71784"
"762","Moorpark Unified","Moorpark High","Ventura","High School","2004","7.5","0.3","5.9","2","1.7","42.2","0.1","2.6","0","45.1","24.7","22.6","12","2.4","547","526","9954","63","11","7","0","0","0","6","10","71784"
"763","Moreno Valley Unified","Canyon Springs High","Riverside","High School","2464","7.5","0.3","3","17.7","2.1","60.3","0.6","1.6","0","14.4","70.9","23.8","12","6.2","413","418","10443","58","9","7","0","0","2","4","19","80917"
"764","Moreno Valley Unified","Vista del Lago High","Riverside","High School","2143","13.2","0.2","2.2","17.5","2.4","69.2","0.7","1.2","0","6.5","80.2","24.8","9","2.3","409","397","10443","58","9","7","0","0","2","4","19","80917"
"765","Moreno Valley Unified","Moreno Valley High","Riverside","High School","2335","14.6","0.2","1.5","12.8","0.8","78.3","1.4","1.1","0","4","88.5","24.2","11","5.9","410","416","10443","58","9","7","0","0","2","4","19","80917"
"766","Moreno Valley Unified","Moreno Valley Community Learning Center","Riverside","High School","34","14.7","0","2.9","26.5","0","55.9","0","2.9","0","11.8","91.2","6","6","36.9","N/A","N/A","10443","58","9","7","0","0","2","4","19","80917"
"767","Moreno Valley Unified","Valley View High","Riverside","High School","2633","10.1","0.4","2.5","15.4","2.8","66.4","0.6","1.1","0","10.7","71.2","23.6","10","4.1","454","437","10443","58","9","7","0","0","2","4","19","80917"
"768","Morgan Hill Unified","Ann Sobrato High","Santa Clara","High School","1477","5.9","0.7","12.5","3.2","2.8","40.6","0.6","1.6","0.7","37.2","31","23.2","8","4.6","530","518","9350","58","11","8","1","0","0","7","11","72134"
"769","Morgan Hill Unified","Live Oak High","Santa Clara","High School","1099","8.1","0.3","5.6","2.2","2","49.5","0.6","0.4","0.7","38.7","37.9","21.8","14","9.1","505","499","9350","58","11","8","1","0","0","7","11","72134"
"770","Morongo Unified","Twentynine Palms High","San Bernardino","High School","782","2.2","0.5","1","12.4","2.9","25.3","2.6","6.8","0","48.5","52.8","23.3","14","7.3","478","458","11171","61","10","10","1","0","0","6","12","73585"
"771","Morongo Unified","Yucca Valley High","San Bernardino","High School","1359","3.3","0.7","1.4","4.2","0.8","32","0.3","3","0","57.6","57.7","23.4","14","10.1","477","466","11171","61","10","10","1","0","0","6","12","73585"
"772","Mountain Empire Unified","Mountain Empire High","San Diego","High School","384","26.6","4.4","0.5","2.9","0.3","51.3","1","1.6","0","38","63.3","15.2","13","12.9","448","444","14246","55","12","12","2","0","0","10","9","57345"
"773","Mountain Valley Unified","Hayfork High","Trinity","High School","84","4.8","7.1","14.3","0","0","14.3","0","11.9","0","52.4","85.7","10.5","8","5.3","0","0","17764","55","12","9","3","0","0","7","11","58112"
"774","Mountain View-Los Altos Union High","Mountain View High","Santa Clara","High School","1871","10","0.1","22.5","1.4","3.6","21.6","0.7","3.6","0","46.3","14.5","20.2","12","5.3","613","590","17839","61","12","8","2","0","0","8","8","120814"
"775","Mountain View-Los Altos Union High","Los Altos High","Santa Clara","High School","2044","6.6","0","22.3","1.3","1.8","28","0.1","2.3","0","44.2","15.2","24.7","10","3.1","458","453","17839","61","12","8","2","0","0","8","8","120814"
"776","Mt. Diablo Unified","Mt. Diablo High","Contra Costa","High School","1307","29.3","0.1","4.7","9.5","5","66.6","2.4","2.5","0.8","8.3","75.2","18.6","11","10.4","427","430","10095","64","13","9","1","0","0","4","9","70932"
"777","Mt. Diablo Unified","Concord High","Contra Costa","High School","1555","12.9","0.6","5.2","4.9","6.9","45.3","0.6","1.7","1.3","33.4","46.9","20.9","9","5","491","475","10095","64","13","9","1","0","0","4","9","70932"
"778","Mt. Diablo Unified","Ygnacio Valley High","Contra Costa","High School","1139","31.3","0.5","2.6","4.6","3.9","72.1","0.5","1.7","1.3","12.8","74.7","18.9","11","7","435","430","10095","64","13","9","1","0","0","4","9","70932"
"779","Mt. Diablo Unified","Northgate High","Contra Costa","High School","1599","1.9","0.5","16.8","2.1","5.6","10.9","1","3","1.9","58.2","9.2","23.2","11","2.6","591","570","10095","64","13","9","1","0","0","4","9","70932"
"780","Mt. Diablo Unified","College Park High","Contra Costa","High School","2013","4.1","0.4","9.4","3.5","5","23.4","0.5","2.1","1.4","54.2","21.6","23.7","12","3.3","555","527","10095","64","13","9","1","0","0","4","9","70932"
"781","Muroc Joint Unified","Desert Junior-Senior High","Kern","High School","579","0.2","0.2","2.2","6.6","6.4","24","0.9","13.8","0","45.9","12.6","20.5","12","5.2","521","508","10089","61","9","7","1","0","0","8","14","64747"
"782","Muroc Joint Unified","Boron Junior-Senior High","Kern","High School","243","2.5","0.4","0.8","5.3","0.4","33.3","0.4","5.3","0","53.9","64.6","14.3","9","7.7","0","0","10089","61","9","7","1","0","0","8","14","64747"
"783","Murrieta Valley Unified","Vista Murrieta High","Riverside","High School","3559","1.9","0.2","6.2","7.6","6.6","32.5","1.2","6.7","0","39.1","27.1","28.2","8","0.4","506","491","9056","66","9","8","1","0","0","6","10","85412"
"784","Murrieta Valley Unified","Murrieta Mesa High","Riverside","High School","2219","2.3","0.6","5.1","6.8","2.7","36.1","0.5","4.8","0","43.3","30.6","26.8","9","2.9","480","461","9056","66","9","8","1","0","0","6","10","85412"
"785","Murrieta Valley Unified","Murrieta Valley High","Riverside","High School","2486","1.8","0.4","4.6","3.4","2.4","27.7","0.5","3.2","0","57.8","19.1","26.3","10","2.3","509","498","9056","66","9","8","1","0","0","6","10","85412"
"786","Napa Valley Unified","American Canyon High","Napa","High School","1582","6.4","0.2","5.2","10.8","29.2","35.2","1.1","5.1","0.5","12.7","36.4","21.2","7","5.4","467","464","10511","62","13","7","1","0","0","6","11","76767"
"787","Napa Valley Unified","Napa High","Napa","High School","1884","13","0.8","0.9","0.3","0.4","60.7","0.4","2.8","0.4","33.3","47.6","21.9","13","4.8","504","482","10511","62","13","7","1","0","0","6","11","76767"
"788","Napa Valley Unified","Vintage High","Napa","High School","1845","6.7","0.8","1","0.8","0.9","53.4","0.3","4.2","0.7","38","40.1","22.8","12","5","500","484","10511","62","13","7","1","0","0","6","11","76767"
"789","Natomas Unified","Inderkum High","Sacramento","High School","1882","6.9","0.5","15.9","24.1","8.3","24.2","2.7","6","4.8","13.5","48.5","24.3","7","9.9","478","454","9913","63","11","7","1","0","0","8","10","68710"
"790","Natomas Unified","Natomas Pacific Pathways Prep","Sacramento","High School","597","5","0.2","31","9.2","8.7","24.1","1.3","3.4","0.7","21.4","40.4","18.8","6","0","478","465","9913","63","11","7","1","0","0","8","10","68710"
"791","Natomas Unified","Natomas High","Sacramento","High School","1015","17.9","0.4","8.7","19.7","1.9","55.5","1.5","4.2","2.9","5.3","61.3","20.3","10","11.6","459","444","9913","63","11","7","1","0","0","8","10","68710"
"792","Needles Unified","Needles High","San Bernardino","High School","220","2.3","19.5","0.5","2.7","0","23.2","0.5","0","0.5","53.2","58.6","16.1","12","4.8","467","417","12810","58","7","7","0","0","0","8","12","72884"
"793","Nevada County Office of Education","John Muir Charter Schools","Nevada","High School","1428","19.7","1","0.8","18.1","0.4","55.7","0.6","4.1","6.2","13.3","96.1","17.3","5","0","N/A","N/A","N/A","40","9","11","3","6","0","17","13","61493"
"794","Nevada County Office of Education","Bitney College Preparatory High","Nevada","High School","92","1.1","0","2.2","6.5","0","3.3","0","0","1.1","87","56.5","13.2","9","10.8","438","484","N/A","40","9","11","3","6","0","17","13","61493"
"795","Nevada County Office of Education","EPIC de Cesar Chavez","Nevada","High School","281","67.3","0.4","0.4","7.8","0","81.5","0","0.7","1.4","7.8","82.6","93.7","2","0","N/A","N/A","N/A","40","9","11","3","6","0","17","13","61493"
"796","Nevada Joint Union High","Bear River High","Nevada","High School","696","0.6","1.3","0.1","0.3","0.3","9.5","0.1","3.3","0","85.1","22.4","23.2","14","6.8","524","517","12033","52","11","12","4","0","0","8","12","72156"
"797","Nevada Joint Union High","Nevada Union High","Nevada","High School","1653","2.5","1.2","1.7","0.6","0.4","10.1","0.2","2.5","0","83.3","35.3","20.2","12","6.4","554","533","12033","52","11","12","4","0","0","8","12","72156"
"798","Nevada Joint Union High","Sierra Academy of Expeditionary Learning","Nevada","High School","140","N/A","4.3","2.1","0.7","0","9.3","0","2.9","3.6","77.1","30","15.6","1","13.4","N/A","N/A","12033","52","11","12","4","0","0","8","12","72156"
"799","New Haven Unified","James Logan High","Alameda","High School","3793","13.8","0.2","22","7.8","22.2","34","3.2","4.6","0","6","41.2","24.4","14","3.2","518","488","10154","63","15","7","1","0","0","4","8","89873"
"800","Newark Unified","Newark Memorial High","Alameda","High School","1767","7.5","0.4","12.8","5.1","10.6","49.6","1.9","3.1","0.1","16.4","42.1","23.7","11","5.5","492","476","10944","60","13","7","1","0","0","6","12","85447"
"801","Newman-Crows Landing Unified","Orestimba High","Stanislaus","High School","797","25","0.1","0.8","1.8","0.8","74.2","0.4","2.4","0","19.7","49.9","22.1","9","3.8","430","429","10285","57","12","6","1","0","0","8","13","72245"
"802","Newport-Mesa Unified","Estancia High","Orange","High School","1224","28.7","0.4","1.7","0.7","1.5","73.2","1.2","0.7","0","20.7","71.7","22","14","2.7","451","441","12132","59","13","7","1","0","0","6","12","91823"
"803","Newport-Mesa Unified","Newport Harbor High","Orange","High School","2349","10.6","0.4","2","0.8","0.8","36.1","0.3","1.6","0","58","34.8","27.2","15","4.4","519","502","12132","59","13","7","1","0","0","6","12","91823"
"804","Newport-Mesa Unified","Costa Mesa High","Orange","High School","1814","22.5","0.3","6.8","1.8","1.5","63","1.2","1.1","0","24.3","66.5","24.1","12","8","517","500","12132","59","13","7","1","0","0","6","12","91823"
"805","Newport-Mesa Unified","Corona del Mar High","Orange","High School","2580","2","0.3","8.3","0.9","0.4","6.9","0.2","2","0","80.9","6.5","27.6","13","3.6","586","565","12132","59","13","7","1","0","0","6","12","91823"
"806","North Monterey County Unified","North Monterey County High","Monterey","High School","1111","19.4","0.5","0.5","0.4","1.2","84.6","0.4","0.8","0.3","11.4","76.6","21.8","10","6.2","417","422","10907","58","12","11","1","0","0","7","9","68271"
"807","Northern Humboldt Union High","McKinleyville High","Humboldt","High School","621","1.6","7.4","0.6","1","0","9.7","0.2","12.1","0.5","68.6","34.8","17.8","9","8.6","509","486","12788","59","10","11","2","0","0","8","10","N/A"
"808","Northern Humboldt Union High","Six Rivers Charter High","Humboldt","High School","96","N/A","6.3","3.1","0","0","3.1","0","7.3","0","80.2","45.8","12.9","12","10.9","0","0","12788","59","10","11","2","0","0","8","10","N/A"
"809","Northern Humboldt Union High","Arcata High","Humboldt","High School","855","1.4","2.3","1.8","1.2","0","10.5","0.2","8.1","0.2","75.7","31","20.2","14","7.3","568","557","12788","59","10","11","2","0","0","8","10","N/A"
"810","Norwalk-La Mirada Unified","La Mirada High","Los Angeles","High School","2098","3.3","0.1","4.4","2.5","4.7","66","0.9","0.7","0.5","20.4","48.2","24","12","3.1","430","429","10562","60","13","8","1","0","0","6","11","84604"
"811","Norwalk-La Mirada Unified","John H. Glenn High","Los Angeles","High School","1450","15.2","0.1","1.4","1.2","2.3","90.9","0.7","0.8","0.2","2.4","81.2","21.8","13","5.9","381","371","10562","60","13","8","1","0","0","6","11","84604"
"812","Norwalk-La Mirada Unified","Norwalk High","Los Angeles","High School","2002","10.9","0.2","2","3","3.2","86.5","0.4","0.4","0.3","3.7","83.3","23.5","12","4.2","398","401","10562","60","13","8","1","0","0","6","11","84604"
"813","Novato Unified","Novato High","Marin","High School","1296","9","0.6","4","3.2","1.1","36","0.4","4.8","0","49.9","32.2","19.8","7","3.2","547","534","10437","62","12","7","1","0","0","7","9","70284"
"814","Novato Unified","San Marin High","Marin","High School","1076","6","0.6","4.5","2.7","1","26.2","0.4","4.5","0","60.2","20.4","20","8","4.3","517","508","10437","62","12","7","1","0","0","7","9","70284"
"815","Nuview Union","Nuview Bridge Early College High","Riverside","High School","600","1.8","0.2","3.5","3.8","0.8","72","0.3","0.8","1.3","17.2","68.3","27.9","8","0.3","483","472","10707","59","8","10","0","0","0","7","13","76934"
"816","Oak Park Unified","Oak Park High","Ventura","High School","1542","1.8","0.6","14.9","1.8","0.9","8.2","0.2","1.8","0","71.7","5.1","23.3","12","1.5","594","602","9280","65","7","8","1","0","0","7","11","81480"
"817","Oakdale Joint Unified","Oakdale High","Stanislaus","High School","1605","3.6","0.9","1.4","0.7","1.7","33.2","0.1","0.4","0","61.5","30.5","22.3","12","4.2","502","480","9494","64","11","9","0","0","0","4","9","74303"
"818","Oakdale Joint Unified","Oakdale Charter","Stanislaus","High School","51","2","0","0","0","0","9.8","0","0","0","90.2","23.5","15.9","10","0","0","0","9494","64","11","9","0","0","0","4","9","74303"
"819","Oakland Unified","Civicorps Corpsmember Academy","Alameda","High School","78","7.7","0","9","61.5","1.3","24.4","0","1.3","2.6","0","88.5","15.6","3","0.7","N/A","N/A","13813","57","17","5","2","0","0","6","11","62935"
"820","Oakland Unified","Oakland Military Institute, College Preparatory Academy","Alameda","High School","616","17.7","0.3","18","19.2","1.9","55","0.6","0.2","0","4.7","25","24.4","4","0.8","441","420","13813","57","17","5","2","0","0","6","11","62935"
"821","Oakland Unified","MetWest High","Alameda","High School","163","16","0.6","4.9","27","1.2","58.3","0","1.8","0.6","5.5","78.5","15.2","6","1.8","388","386","13813","57","17","5","2","0","0","6","11","62935"
"822","Oakland Unified","Oakland Charter High","Alameda","High School","403","25.3","0","48.1","5","1","44.4","0.2","0","0","1.2","83.1","18.3","2","4.9","551","488","13813","57","17","5","2","0","0","6","11","62935"
"823","Oakland Unified","Fremont High","Alameda","High School","773","43.6","0","4.7","25.5","0.6","61.2","4.5","0.1","1.6","1.8","83.6","21.6","9","2.8","351","363","13813","57","17","5","2","0","0","6","11","62935"
"824","Oakland Unified","Oakland School for the Arts","Alameda","High School","745","0.5","0.7","4.3","17.9","0.5","12.1","0.4","16.1","11.5","36.5","11.9","22.9","3","4.2","513","543","13813","57","17","5","2","0","0","6","11","62935"
"825","Oakland Unified","Bay Area Technology","Alameda","High School","284","20.4","0","2.1","40.1","0.4","44.7","0.7","1.4","0","10.6","96.1","18.9","3","4.3","397","384","13813","57","17","5","2","0","0","6","11","62935"
"826","Oakland Unified","Aspire Lionel Wilson College Preparatory Academy","Alameda","High School","531","26","0.2","0.8","5.5","0","92.1","0.4","0","0.9","0.2","91.3","23.1","3","4.9","428","432","13813","57","17","5","2","0","0","6","11","62935"
"827","Oakland Unified","Lighthouse Community Charter High","Alameda","High School","260","10.8","0","2.3","8.5","0.8","83.8","0","1.9","0","2.7","80.4","17.9","5","2.3","463","433","13813","57","17","5","2","0","0","6","11","62935"
"828","Oakland Unified","Skyline High","Alameda","High School","1854","16.4","0.8","14.7","31.4","1.5","40.2","1.2","1.6","1.9","6.6","75.6","18.2","9","10.1","443","431","13813","57","17","5","2","0","0","6","11","62935"
"829","Oakland Unified","Oakland Unity High","Alameda","High School","337","27","0.6","0.3","5.9","0.3","86.1","0.6","0.6","5.6","0","76.9","42.1","2","6.2","423","407","13813","57","17","5","2","0","0","6","11","62935"
"830","Oakland Unified","LIFE Academy","Alameda","High School","473","23.3","0.2","6.6","7.4","0.8","82","0.6","0.6","0.8","0.8","94.1","18.3","6","3.1","406","403","13813","57","17","5","2","0","0","6","11","62935"
"831","Oakland Unified","Madison Park Academy 6-12","Alameda","High School","691","32","0","2.3","13.9","0","81.2","1.2","0.3","0.3","0.9","97","20.3","6","3.2","N/A","N/A","13813","57","17","5","2","0","0","6","11","62935"
